author,date,journal,link,section,summary,title
Larry Brooks,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090579.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Brooks%2C+Larry&pub=New+York+Post&edition=&startpage=55&desc=Ol%27+Blueshirts+Vigneault+values+vets%27+experience+over+production,Sport,"""You've got to play your lineup,"" said [Alain Vigneault], who has had Boyle in the lineup for 42 of the club's 49 games. ""You've got to play your best players, and your best players have to be your best."" Let's stipulate this: The Boyle-McIlrath matter, while a flashpoint because it is the most significant lineup decision confronting the coach and because it has trade-deadline ramifications applying to Keith Yandle, isn't the most critical issue the somehow-seventh-overall Blueshirts must overcome if they're going to be more than a second-half paper tiger. Trusting veterans is Vigneault's way. He has implicit faith in guys who have been there and done that. Maybe the best equivalent to Boyle this year is the way the coach continued to deploy Marty St. Louis, Boyle's 2004 Cup-winning teammate at Tampa Bay, in critical spots in the playoffs a year ago, even though the future Hall of Fame winger's game was in steep decline. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Ol' Blueshirts Vigneault values vets' experience over production
George Willis,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090504.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Willis%2C+George&pub=New+York+Post&edition=&startpage=51&desc=UFC+slams+ban,Sport,"[Dana White] was in Manhattan to promote the UFC's new reality show, ""Looking for a Fight,"" available on YouTube. He also will be at Prudential Center on Saturday night for a UFC on FOX show, where Anthony Johnson (20-6) headlines against Ryan Bader (21-4).Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",UFC slams ban
Melanie Notkin,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090558.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Notkin%2C+Melanie&pub=New+York+Post&edition=&startpage=47&desc=HOT+TICKET+-+The+latest+in+movies%2C+music%2C+theater+and+more%3B+Trending+She%27s+every+woman+No+matter+her+proportions%2C+Barbie+is+whatever+a+girl+wants+her+to+be,Pulse,"WHAT would Ruth think? That was my first thought when the news broke Thursday morning that Barbie would be available in three new body types: curvy, tall and petite, in addition to the classic Barbie. And Ruth was Ruth Handler, the daughter of Polish Jewish immigrants, and the mother of the most iconic doll in the world. She created Barbie when she noticed her daughter, Barbara, pretending her paper dolls were adults. Barbie wasn't born to represent anything but a play pattern of young girls wanting to act like young women. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.","HOT TICKET - The latest in movies, music, theater and more; Trending She's every woman No matter her proportions, Barbie is whatever a girl wants her to be"
Sara Stewart,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090531.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Stewart%2C+Sara&pub=New+York+Post&edition=&startpage=46&desc=HOT+TICKET+-+The+latest+in+movies%2C+music%2C+theater+and+more+FILM+REVIEW+IN+BRIEF+ACADEMY+AWARD-NOMINATED+ANIMATED+SHORT+FILMS+2016+%5Bstar%5D%5Bstar%5D%5Bstar%5D%5Bstar%5D,Pulse,"The wildest of the bunch, and the one that's stayed with me the most, is Don Hertzfeldt's 16-minute ""World of Tomorrow"" (also streaming on Netflix). A little girl named Emily is visited by an adult, third-generation clone of herself, who takes ""Emily Prime"" on a trip to the ""outernet"" of the future. Hertzfeldt's deceptively simple stick figures and drifting geometric shapes contrast smartly with a dark dystopian vision. Also included are a handful of ""highly commended"" shorts that didn't make Oscar's cut. ""The Short Story of a Fox and a Mouse"" is a gently beautiful nature fable, while a pack of meerkats in ""Catch It"" recalls the more antic animals of the ""Ice Age"" films. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.","HOT TICKET - The latest in movies, music, theater and more FILM REVIEW IN BRIEF ACADEMY AWARD-NOMINATED ANIMATED SHORT FILMS 2016 [star][star][star][star]"
Lou Lumenick,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1764199542.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Lumenick%2C+Lou&pub=New+York+Post&edition=&startpage=45&desc=Total+Panda-monium%21,Pulse,"Wise old Master Shifu (Dustin Hoffman) and Po's pals, the Furious Five - Tigress (Angelina Jolie), Monkey (Jackie Chan), Mantis (Seth Rogen), Viper (Lucy Liu) and Crane (David Cross) - are powerless against [Kai]'s moves and have their chi taken. It's up to [Li] to convince Po he's up to the task - and for Po to form an army out of the other pandas, including the ribbon-dancing Mei Mei (Kate Hudson), who has a roaring crush on Po, to stop Kai's rampage. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Total Panda-monium!
Elisabeth Vincentelli,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761114189.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Vincentelli%2C+Elisabeth&pub=New+York+Post&edition=&startpage=45&desc=THEATER,Pulse,"Clove Galilee's ""Imagining the Imaginary Invalid"" is a hall-of-mirrors experiment that mixes past and present as a modern company puts on Molire's 1673 classic "" The Imaginary Invalid."" Galilee doesn't do all that much with her high concept, yet the show's one of those flawed creations that sticks with you. largely, this has to do with the extraordinary...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",THEATER
Kyle Smith,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761686860.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Smith%2C+Kyle&pub=New+York+Post&edition=&startpage=45&desc=A+date+which+will+live+in+infamy+Barack%27s+romance+with+Michelle+is+sweeter+than+his+presidency,Pulse,"In the movie, churchgoers are angry because a community center they want has been held up. They think it's because city workers are lazy or don't care. [Barack Obama] gently suggests they stop casting aspersions on others' motives and urges them to change their point of view: The city just doesn't think the project is feasible in a depressed area. He tells them they can make it work by enticing private developers to create shops near the community center. Everybody wins. ""You gotta put yourself in their shoes,"" Obama tells them. He notes that they should think that way of even their opponents because ""most people are basically at their core good people."" He adds that ""figuring out how their needs align with ours, that's America . . . It's up to us to keep all these different states united."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",A date which will live in infamy Barack's romance with Michelle is sweeter than his presidency
hardeep Phull,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761115185.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Phull%2C+hardeep&pub=New+York+Post&edition=&startpage=44&desc=Flops+that+went+straight+to+the+top+Stars+are+no+doubt+kicking+themselves+for+losing+out+on+these+smash+hits,Pulse,"[Mary J. Blige]'s camp worked hard to land ""Umbrella"" for her, but some last-minute brokering by LA Reid on behalf of Rihanna led to the Barbadian recording the song and becoming a superstar. ""Telephone"" - Lady Gaga feat. Beyonc (originally meant for [Britney Spears]), 2010 Spears dropped the ball on this song, which she demoed for her 2008 album ""Circus"" before ultimately rejecting it. Gaga shelved it, but following her own rise to fame in 2009, she enlisted Beyonc to help give it the full dance-pop treatment in 2010. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Flops that went straight to the top Stars are no doubt kicking themselves for losing out on these smash hits
"Michael riedel,On Broadway",2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761115345.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=riedel%2C+Michael%7C%7C%7C%7C%7C%7CBroadway%2C+On&pub=New+York+Post&edition=&startpage=44&desc=CALL+HIM+AL+Pacino%2C+recycling+his+old+bits%2C+finally+shines+in+%27China+Doll%2C%27+as+its+curtain+drops,Pulse,"He turned [David Mamet]'s ferocious harangue against paying taxes into a . . . comedy. And he's done it without relying too much on those seven teleprompters embedded in the set. After just three months of performances, he is, for the most part, off book! When he's tired, he might linger a bit near a teleprompter, but there are no Elaine ""What the hell am I supposed to say?"" Stritch moments anymore. When he feels triumphant, he sticks out his tongue and licks his upper lip, the way he did in ""The Devil's Advocate"" - and smolders like Michael Corleone in ""The Godfather."" ""It's like watching the greatest hits of [Al Pacino],"" says a Tony voter who caught the show last week. ""It's kind of mesmerizing."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.","CALL HIM AL Pacino, recycling his old bits, finally shines in 'China Doll,' as its curtain drops"
Justin Terranova,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761115029.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Terranova%2C+Justin&pub=New+York+Post&edition=&startpage=42&desc=5+questions+for+...+Joe+Micheletti,TV Sports,"A: Defensively, for sure. I think that over the last number of years we've gotten used to a team that's really good defensively. This year they've had more blatant mistakes in their own defensive zone than they've had the past three years combined. I don't think they've been as cohesive and consistent as they've been before. There has been a change in personnel. Marty St. Louis was a great leader and a pretty good defensive player, and so was Carl Hagelin. Those players had to be replaced. It's still a work in progress as far as how they play individually and transforming that into good team play. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",5 questions for ... Joe Micheletti
Lou Lumenick,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761114416.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Lumenick%2C+Lou&pub=New+York+Post&edition=&startpage=42&desc=Making+waves,Pulse,"The true story behind a Coast Guard rescue depicted in Disney's ""The Finest Hours"" is amazing enough that it didn't require corny romantic embellishments that threaten to capsize everything. In the film's most preposterous scene, [Bernie Webber]'s fiance Miriam marches into the Coast Guard station and demands that the commander (Eric Bana in a thankless role) call her Bernie back so they can get married. When the commander declines, Miriam leaves in a huff, walks out in a freezing storm without her coat, and crashes her car into a snowbank. (In real life, Miriam was at home with the flu.) The filmmakers couldn't resist manufacturing a shamelessly hokey finish centering on, you guessed it, Miriam. Despite some impressive special effects, ""The Finest Hours"" is no ""Perfect Storm,"" but thankfully, it's no ""In the Heart of the Sea"" either. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Making waves
Hardeep Phull,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761114267.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Phull%2C+Hardeep&pub=New+York+Post&edition=&startpage=42&desc=JERSEY+BOY+Springsteen%27s+singing+neighbor+Charlie+Puth+is+a+survivor,Pulse,"That's the approach that Charlie Puth has taken. The 24-year-old became an overnight star when his chorus on Wiz Khalifa's ""See You Again"" helped the song to stay at No. 1 on the Billboard Hot 100 for 12 weeks during 2015. He's followed that up with a couple songs of his own, and now, his knack for melody and his distinct falsetto voice shines brightly on his debut album ""Nine Track Mind"" (out Friday). I saw it coming, so I shifted over to the other side just in time. Once we got out, I heard the piano riff from ""See You Again"" coming from another car that had stopped. I still think that the song saved my life. I wrote it for my best friend who died in a car crash and for [""Fast & Furious"" franchise star] Paul Walker, who also died in a car crash. I think that was them saying ""No, now is not the time."" I'm a Sagittarius and, apparently, they're lucky. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",JERSEY BOY Springsteen's singing neighbor Charlie Puth is a survivor
Hardeep Phull,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761115169.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Phull%2C+Hardeep&pub=New+York+Post&edition=&startpage=42&desc=Has+she+gone+Mad-ge%3F,Pulse,"After ending her set with ""Unapologetic Bitch,"" [Madonna] said she needed a ""new bitch"" and brought her daughter Mercy onstage. Nice. But then she led the crowd in singing ""Happy Birthday"" to the kid, who had recently turned 10.Madge's tardiness left fans irate yet again at the Bridgestone Arena. Reba McEntire was attending and was none too appreciative, repeatedly asking on social media where Madonna was. The country legend finally Instagrammed a picture of the stage, glumly noting Madonna ""came on at 10:31"" - 21/2 hours late. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Has she gone Mad-ge?
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761115439.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=40&desc=CLICK+OF+THE+WEEK+The+games+and+shows+you+must+watch+%5BCaption+text+only%5D,TV Sports,J.T. Miller has been the most consistent young player in an otherwise inconsistent season for the Rangers.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,CLICK OF THE WEEK The games and shows you must watch [Caption text only]
Justin Terranova,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761114206.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Terranova%2C+Justin&pub=New+York+Post&edition=&startpage=39&desc=Cover+Story+FIRST+%27STAPS+Knicks+hope+Porzingis+pick+mirrors+rise+of+Curry%27s+Warriors,TV Sports,"""At the end of the season, [Phil Jackson] and the front office move on to what's the next plan, who's the next addition,"" [Mike Fratello] said. ""You take steps, the first step was last year - that was a tough step, tough to go through that 17-win season for the fans, the coaching staff, the players. Here's step No. 2 right now: You are in the fight for the playoffs then advance in the playoffs. That comes with the acquisition of better talents. The familiarity of what you are doing on both ends of the floor, that's how you build up."" ""They've been blessed that the majority of their players have gone without serious injury,"" Fratello said. ""Right now they are really good at two ends of the floor. They aren't only relying on shots dropping for them. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Cover Story FIRST 'STAPS Knicks hope Porzingis pick mirrors rise of Curry's Warriors
Robert Rorke,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761115342.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Rorke%2C+Robert&pub=New+York+Post&edition=&startpage=37&desc=ON+THE+MONEY+With+his+uncanny+portrayal+of+Madoff%2C+Richard+Dreyfuss+is+ready+for+his+second+act,Pulse,"""If I didn't get the script, I was going to call them and say, 'What's the matter with your mail?' I am the logical person to play the role,"" says [Richard Dreyfuss], 68. ""I am clearly a New Yorker. I have made a career out of playing college-educated, Upper West Side Jewish men. That's the way I see myself. And that's why they would be silly to go Joe Yutz."" Playing Madoff marks a return to acting for Dreyfuss after a lengthy hiatus. And it couldn't have come along at a better time. He cut down on acting in 2004 after getting fired from the London production of ""The Producers"" - ""I had a bad weekend,"" he quips - and spent the next four years at St Antony's College at the University of Oxford as a Senior Research Advisory Member. ""In my house, my father said he had this company, Eldon, and he came home every night exhausted and you would no more question what he did for a living than you would jump off the Brooklyn Bridge,"" Dreyfuss says. ""One didn't challenge your father, especially about the fundamentals ... When people say, 'They must have known,' I say, 'Oh, really? You tell me how they found out.' They ain't gonna get it from him 'cause they ain't gonna ask him.""Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.","ON THE MONEY With his uncanny portrayal of Madoff, Richard Dreyfuss is ready for his second act"
Hardeep Phull,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761115095.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Phull%2C+Hardeep&pub=New+York+Post&edition=&startpage=37&desc=An+%27anti%27-climax,Pulse,"Just when the darkness seems to have gripped ""Anti,"" Rihanna gradually throws some light into the mix. ""Never Ending"" channels Dido's ""Thank You"" subtly into its acoustic melody, while ""Love on the Brain"" sounds like a lost girl-group classic unearthed from Phil Spector's private archives. The finale ""Close to You"" sees Rihanna ditching the sex and drugs haze in favor of a tender piano ballad that is one sickly-sweet couplet away from being in Adele territory. Older fans will clutch these songs as comforting reminders of the good girl before she went bad, but [Rihanna] herself sounds less convincing. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",An 'anti'-climax
Claire Atkinson,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090562.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Atkinson%2C+Claire&pub=New+York+Post&edition=&startpage=36&desc=Redstone+to+be+examined,Business,"Former flame Manuela Herzer has filed a lawsuit challenging her removal as his designated health care agent in favor of Viacom Chief Executive Philippe Dauman. Herzer also lost her position as both a proposed trustee of the company and in [Sumner Redstone]'s will.  Herzer has hired Stephen Read, a geriatric psychiatrist, to conduct the exam in Redstone's home located in Beverly Park, Calif.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Redstone to be examined
Richard Morgan,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090577.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Morgan%2C+Richard&pub=New+York+Post&edition=&startpage=35&desc=Curry%27s+hot+sneakers+fire+up+Under+Armour,Business,"NBA fans can argue whether Stephen Curry is his generation's Michael Jordan but, as a pitchman, he's already filling His Airness' shoes. ""We have the right athlete in Stephen Curry,"" [Kevin Plank] said during a call with analysts Thursday. ""We've got the right product that's led by the Curry Two."" While Plank's 20-year-old company remains a Nike wannabe - the industry leader had nearly six times Under Armour's sales in its most recent quarter - it doesn't lack for marketing muscle.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Curry's hot sneakers fire up Under Armour
James Covert,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090554.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Covert%2C+James&pub=New+York+Post&edition=&startpage=35&desc=Bloom+is+off+Bezos+Amazon+%24%24+bomb,Business,"The Seattle e-commerce giant's fourth-quarter earnings sorely missed Wall Street's expectations, sending its shares tumbling 14 percent in after-hours trades. That's despite a 22-percent revenue increase as shoppers increasingly flocked online for holiday purchases - and shunned brick-and-mortar stores such as Walmart and Macy's.  Despite Amazon's big sales gain, investors had been hoping for more. Fourth-quarter revenue of $35.75 billion slightly missed analysts' forecast of $35.93 billion, according to Thomson Reuters. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Bloom is off Bezos Amazon $$ bomb
Keith J Kelly,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090552.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Kelly%2C+Keith+J&pub=New+York+Post&edition=&startpage=34&desc=Politico+turmoil+among+site+staff,Business,"A report on the Huffington Post Thursday by Politico alums Michael Calderone and Sam Stein said [Jim VandeHei] had clashed with owner Robert Allbritton, who funded the Beltway site's rapid expansion but is now closing the checkbook. VandeHei tried to tamp down speculation about discord but acknowledged Allbritton will be taking a more direct role in the company.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Politico turmoil among site staff
Claire Atkinson,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090553.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Atkinson%2C+Claire&pub=New+York+Post&edition=&startpage=34&desc=Wrapify%27s+flying+in+Digital+ad+biz+to+launch+in+Big+Apple,Business,"""The biggest challenge in New York is that we have more supply on drivers than advertisers,"" [James Heller] said. ""The big ad agencies are adopting it, and now we are getting more campaigns activated.""  For now, Heller says, [Uber] drivers can't sign up because Wrapify doesn't want to disturb the passenger experience.  ""You either thrive in New York or you get stomped out very quickly,"" he said. ""We wanted to make sure we had all our ducks in a row.""  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Wrapify's flying in Digital ad biz to launch in Big Apple
Keith J Kelly,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090524.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Kelly%2C+Keith+J&pub=New+York+Post&edition=&startpage=34&desc=Buzz+about+Net-A-Porter+vet+back+in+Vogue,Business,"Nothing has been settled. But if the talks come to fruition, the source said, ""she'd work alongside [Anna Wintour].""  ""This is our first full-year Magazine Media 360 Brand Audience Report since the measurement was introduced in September 2014,"" noted Linda Thomas Brooks, the new CEO of the MPA.  ""We could not believe it,"" said Courtenay Hall, the editor-in- chief of Bella, which had featured [Donald Trump] on the cover in the March/April 2015 issue with the headline ""The King of New York: Donald Trump.""  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Buzz about Net-A-Porter vet back in Vogue
James Covert,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090503.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Covert%2C+James&pub=New+York+Post&edition=&startpage=33&desc=Tinder%27s+boxed+in+Boom+in+rival+dating+apps+stealing+its+thunder,Business,"""Tinder was the first mobile dating app to go mainstream, but it doesn't have that monopoly anymore,"" Happn spokeswoman Marie Cosnard said. ""We're aware people use several dating apps - we want to be one of those."" ""They're not growing sequentially, which is alarming,"" [Brandon Ross] said of Tinder. ""It doesn't mean they're not going to figure it out in the future, but it's currently a cause for concern."" ""Part of the problem is that there's so many guys on these apps,"" [Tommy F]. said. ""Guys will swipe right on anything, and girls are more selective, so you're kind of at a loss."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Tinder's boxed in Boom in rival dating apps stealing its thunder
Josh Kosman,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090555.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Kosman%2C+Josh&pub=New+York+Post&edition=&startpage=33&desc=UFC+pair+must+cool+jets+on+casino+IPO,Business,"The Fertittas control 57 percent of Station Casinos, which in turn pays their operating company, Fertitta Entertainment, a management fee - an unusual arrangement in the gaming industry.  ""I want to remind you what happened last time company insiders took hundreds of millions of dollars out of the company,"" he said. ""When the economy turned bad, the company fell into a difficult financial situation and began to slash its workforce.""  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",UFC pair must cool jets on casino IPO
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090563.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=30&desc=NYC+Schools%27+Latest+Curs%28ive%29,OpEd,"As a former New York City teacher, I believe relying on technology and ""canned lessons"" via headphones - because teachers aren't trusted to convey facts - has ended the preparation of handwritten manuscripts that used to start in first grade. Until kids' completed handwritten assignments demonstrate adequate capacity to transmit thoughts, only games should be played on technological learning tools.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",NYC Schools' Latest Curs(ive)
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761114953.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=30&desc=Gutting+New+York%27s+Tests,OpEd,"State Education Commissioner MaryEllen Elia just moved to do exactly what we'd feared - water down New York's exams.  Elia answers to the state Board of Regents, which is controlled by Assembly Speaker Carl Heastie. So it's now plain Heastie puts the teachers unions ahead of New York's children - especially underprivileged kids. We've crusaded against the ""worthless diploma"" awarded in so many city schools. Now the whole state faces ""empty exams.""Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Gutting New York's Tests
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761114292.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=30&desc=Will+Blas+Play+in+Peoria%3F,OpEd,"He ended up with egg on his face there, too - as one of the last New York Democrats to fall in line and endorse the state's favorite adopted daughter. [Hillary Clinton] got the ""coveted"" de Blasio endorsement without even changing her rhetoric.  Rather than coming off as a stalwart progressive out to ""translate"" Clinton's pragmatism to lefty Iowans leaning toward Bernie, de Blasio ends up looking as unprincipled as his chosen candidate.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Will Blas Play in Peoria?
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761090514.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=30&desc=Firestorm+Over+the+FDNY%3A+Did+Nigro+Abuse+His+Power%3F,OpEd,"FDNY Commissioner Daniel Nigro's use of firefighters to shovel snow outside his house.  I'm furious to learn that FDNY Commissioner Daniel Nigro had not one but two fire crews clean the snow in front of his house in Queens at the taxpayers' expense. This wasted money and endangered our safety.  I'm 82 years old, on a tiny pension and Social Security, and I paid a young man $50 to clean the snow from my property so I wouldn't get a fine. I'm sure the commissioner could have paid someone to clean his property, too. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Firestorm Over the FDNY: Did Nigro Abuse His Power?
,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761114408.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=&pub=New+York+Post&edition=&startpage=30&desc=Kremlin+on+the+Hudson,OpEd,"Specifically, a consultant ""who contacts a media outlet in an attempt to get it to advance the client's message in an editorial would also be delivering a message,"" even if indirectly. JCOPE boss Daniel Horwitz calls this ""reasonable regulation of speech."" First Amendment expert Ken Paulson, a former president of the American Society of News Editors, calls the rule ""unwise"" and ""unworkable."" New York Press Association director Michelle Rea calls it ""dangerous.""  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Kremlin on the Hudson
Joe Tacopino,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761114315.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Tacopino%2C+Joe&pub=New+York+Post&edition=&startpage=26&desc=Ore.+view+to+a+kill+backs+FBI+Militia+gun-reach,News,"A video released by the FBI on Thursday shows Oregon militia member LaVoy Finicum being fatally shot by authorities as he reaches for his weapon during a showdown on a remote road in the Pacific Northwest. ""On at least two occasions, Finicum reaches his right hand toward a pocket on the left-inside portion of his jacket,"" the agent, Greg Bretzing, said.  Meanwhile, four of Finicum's fellow occupiers remained at the Malheur National Wildlife Refuge, demanding assurances that they won't be arrested. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Ore. view to a kill backs FBI Militia gun-reach
"Julia Marsh,Reuven Fenton",2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761114524.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=Marsh%2C+Julia%7C%7C%7C%7C%7C%7CFenton%2C+Reuven&pub=New+York+Post&edition=&startpage=26&desc=Life+Alert+boss+%27groped+me%27,News,"Hayblum's attorneys, Alli Harwin and Jeremy Heisler, called the case ""extreme"" because [Gavriel Gonen]'s behavior was allegedly encouraged by CEO Isaac Shepher. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Life Alert boss 'groped me'
Priscilla DeGregory,2016-01-29,NYP,http://pqasb.pqarchiver.com/nypost/doc/1761115136.html?FMT=ABS&FMTS=ABS:FT&date=Jan+29%2C+2016&author=DeGregory%2C+Priscilla&pub=New+York+Post&edition=&startpage=26&desc=%27Triple+slayer%27+went+dancing+after+murder,News,"""I don't see any change,"" she testified in Brooklyn Supreme Court. ""He's a dancer. He's a talker. He talked to people one by one.""  She said she handed the cops a ""big black bag"" that [Salvatore Perrone] had stashed behind her couch. ""I never touched it,"" she told the court, adding that Perrone kept a small lock on it.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",'Triple slayer' went dancing after murder
